randid,WONumber,WOStatus,WOType,Date_EventStart,Date_EventEnd,GeneralDesc,CompletionDesc,ProductionImpact_kWh,WarrantyClaim,Priority,Date_EventStart_Consistent,Date_EventEnd_Consistent,Dataset,Asset,CompletionActivity,FailureCategories,ImpactLevel,WarrantyType,InsuranceClaim,LaborEffort_Hrs,Cause,OpEventID,states,Commissioning_Date,FullDesc,FullDescCleaned,FullDescTokenized,FullDescEmbeds
C3S380,WO-1056754,Completed,Corrective,,,Highway 56 - inverter 2.1 - not communicating. Highway 56 - inverter 2.1 - not communicating - after scheduled outage 5-Apr the site was brought back online - inverter 2.1 is not communicating but using meter data it appears all inverters are producing at this time. When technician arrived on site inverter 2.1 was operating but not communicating. Technician isolated inverter and then tested and verified communication cable was not damaged Technician then restarted the inverter and once the inverter was brought back online communications had been reestablished. Technician called and verified that C4 was able to see the inverter again. -SMA informed us during the last site visit that a hard reset of the inverter usually resolves communication issues. Update (04/18/19): Inverter failed to communicate or start up with the rest of the inverters and likely needs another hard reset. 020 - Data/Communication System Outage,When technician arrived on site inverter 2.1 was operating but not communicating. Technician isolated inverter and then tested and verified communication cable was not damaged Technician then restarted the inverter and once the inverter was brought back online communications had been reestablished. Technician called and verified that C4 was able to see the inverter again. -SMA informed us during the last site visit that a hard reset of the inverter usually resolves communication issues.,,,Normal,2019-04-18 09:00:00,2019-04-18 17:00:00,C3c,Inverter,05 - Refit(Reset),Failure Class 3 - single inverter off-line,Underperformance,,,0.66,020 - Data/Communication System Outage,,TX,2018-01-25,Highway 56 - inverter 2.1 - not communicating. Highway 56 - inverter 2.1 - not communicating - after scheduled outage 5-Apr the site was brought back online - inverter 2.1 is not communicating but using meter data it appears all inverters are producing at this time. When technician arrived on site inverter 2.1 was operating but not communicating. Technician isolated inverter and then tested and verified communication cable was not damaged Technician then restarted the inverter and once the inverter was brought back online communications had been reestablished. Technician called and verified that C4 was able to see the inverter again. -SMA informed us during the last site visit that a hard reset of the inverter usually resolves communication issues. Update (04/18/19): Inverter failed to communicate or start up with the rest of the inverters and likely needs another hard reset. 020 - Data/Communication System OutageWhen technician arrived on site inverter 2.1 was operating but not communicating. Technician isolated inverter and then tested and verified communication cable was not damaged Technician then restarted the inverter and once the inverter was brought back online communications had been reestablished. Technician called and verified that C4 was able to see the inverter again. -SMA informed us during the last site visit that a hard reset of the inverter usually resolves communication issues.,highway inverter communicating highway inverter communicating scheduled outage apr site brought back online inverter communicating using meter data appears inverters producing time technician arrived site inverter operating communicating technician isolated inverter tested verified communication cable damaged technician restarted inverter inverter brought back online communications reestablished technician called verified c able see inverter sma informed us last site visit hard reset inverter usually resolves communication issues update inverter failed communicate start rest inverters likely needs another hard reset data communication system outagewhen technician arrived site inverter operating communicating technician isolated inverter tested verified communication cable damaged technician restarted inverter inverter brought back online communications reestablished technician called verified c able see inverter sma informed us last site visit hard reset inverter usually resolves communication issues,"['highway', 'inverter', 'communicating', 'highway', 'inverter', 'communicating', 'scheduled', 'outage', 'apr', 'site', 'brought', 'back', 'online', 'inverter', 'communicating', 'using', 'meter', 'data', 'appears', 'inverters', 'producing', 'time', 'technician', 'arrived', 'site', 'inverter', 'operating', 'communicating', 'technician', 'isolated', 'inverter', 'tested', 'verified', 'communication', 'cable', 'damaged', 'technician', 'restarted', 'inverter', 'inverter', 'brought', 'back', 'online', 'communications', 'reestablished', 'technician', 'called', 'verified', 'c', 'able', 'see', 'inverter', 'sma', 'informed', 'us', 'last', 'site', 'visit', 'hard', 'reset', 'inverter', 'usually', 'resolves', 'communication', 'issues', 'update', 'inverter', 'failed', 'communicate', 'start', 'rest', 'inverters', 'likely', 'needs', 'another', 'hard', 'reset', 'data', 'communication', 'system', 'outagewhen', 'technician', 'arrived', 'site', 'inverter', 'operating', 'communicating', 'technician', 'isolated', 'inverter', 'tested', 'verified', 'communication', 'cable', 'damaged', 'technician', 'restarted', 'inverter', 'inverter', 'brought', 'back', 'online', 'communications', 'reestablished', 'technician', 'called', 'verified', 'c', 'able', 'see', 'inverter', 'sma', 'informed', 'us', 'last', 'site', 'visit', 'hard', 'reset', 'inverter', 'usually', 'resolves', 'communication', 'issues']","[(0, 2), (3, 2), (4, 5), (5, 2), (10, 16), (11, 2), (15, 1), (16, 1), (25, 1), (27, 1), (56, 5), (61, 1), (69, 3), (91, 2), (92, 2), (114, 2), (123, 1), (124, 4), (144, 3), (216, 5), (217, 2), (223, 1), (242, 3), (263, 2), (283, 2), (310, 2), (394, 1), (399, 2), (408, 2), (416, 3), (476, 2), (493, 1), (517, 2), (590, 3), (594, 1), (700, 1), (701, 1), (702, 1), (703, 2), (704, 2), (705, 1), (706, 2), (707, 2), (708, 1), (709, 2), (710, 1), (711, 2), (712, 2), (713, 1), (714, 1), (715, 8), (716, 2), (717, 2)]"
C2S40,18_026877,Closed,Corrective,2018-01-24 12:05:00,2018-01-24 12:45:00,Inverer Module 8.1.8 offline with an F-67 fault,"Hardware Replacement. Hardware Replaced: Inverter Contactor,",96.0,Yes - Equipment,,2018-01-24 12:05:00,2018-01-24 12:45:00,C2,Inverter,Hardware Replacement,Hardware Failure,Full,ManufacturerService,,,,,CA,2016-12-02,"Inverer Module 8.1.8 offline with an F-67 faultHardware Replacement. Hardware Replaced: Inverter Contactor,",inverer module offline f faulthardware replacement hardware replaced inverter contactor,"['inverer', 'module', 'offline', 'f', 'faulthardware', 'replacement', 'hardware', 'replaced', 'inverter', 'contactor']","[(10, 1), (13, 1), (39, 1), (111, 1), (176, 1), (182, 1), (361, 1), (362, 1), (555, 1), (624, 1)]"
C3S332,WO-00005081,Closed,Corrective Maintenance,2017-07-14,,Inverter 1.2 fault with Grid Voltage High upon reenergizing site from Xfmr evaluation.. Grid Voltage High,"Changed Inverters Grid Qualification from 380V to 400V as per Kahn at Schneider. Schneider case # 40718671. Temp fix, monitor other inverters to see if MV xfmr tap settings need to be changed.. Changed Inverters Grid Qualification from 380V to 400V as per Kahn at Schneider. Temp fix until MV xfmr tp settings changed.",,,,2017-07-14 09:00:00,,C3a,Central Inverter,Software Change/Update,Production Outage,Production Outage,,,0.0,,,SC,2016-12-29,"Inverter 1.2 fault with Grid Voltage High upon reenergizing site from Xfmr evaluation.. Grid Voltage HighChanged Inverters Grid Qualification from 380V to 400V as per Kahn at Schneider. Schneider case # 40718671. Temp fix, monitor other inverters to see if MV xfmr tap settings need to be changed.. Changed Inverters Grid Qualification from 380V to 400V as per Kahn at Schneider. Temp fix until MV xfmr tp settings changed.",inverter fault grid voltage high upon reenergizing site xfmr evaluation grid voltage highchanged inverters grid qualification v v per kahn schneider schneider case temp fix monitor inverters see mv xfmr tap settings need changed changed inverters grid qualification v v per kahn schneider temp fix mv xfmr tp settings changed,"['inverter', 'fault', 'grid', 'voltage', 'high', 'upon', 'reenergizing', 'site', 'xfmr', 'evaluation', 'grid', 'voltage', 'highchanged', 'inverters', 'grid', 'qualification', 'v', 'v', 'per', 'kahn', 'schneider', 'schneider', 'case', 'temp', 'fix', 'monitor', 'inverters', 'see', 'mv', 'xfmr', 'tap', 'settings', 'need', 'changed', 'changed', 'inverters', 'grid', 'qualification', 'v', 'v', 'per', 'kahn', 'schneider', 'temp', 'fix', 'mv', 'xfmr', 'tp', 'settings', 'changed']","[(10, 1), (11, 3), (56, 1), (62, 1), (63, 2), (98, 1), (114, 1), (271, 1), (294, 2), (349, 1), (355, 3), (382, 1), (409, 3), (440, 1), (449, 4), (484, 4), (718, 1), (719, 2), (720, 1), (721, 2), (722, 2), (723, 2), (724, 1), (725, 2), (726, 1), (727, 2), (728, 1), (729, 3)]"
C3S218,WO-0223694,Completed,Corrective,2018-09-28 11:30:00,2018-09-29 14:00:00,Floyd - Inverter A - Forced outage Canceled OE deleted in batch process: OE-11164072. Inverter A offline @ 11:40AM on 28-Sep. Cannot remote into Schneider inverter. Cannot verify production. 019 - Unplanned outage/derate,Reset inverter with power cycle. Verified production with C4.. TechDispatched: Yes,,No,Critical,2018-09-28 11:30:00:00,2018-09-29 14:00:00:00,C3b,Inverter,05 - Refit(Reset),Failure Class 3 - single inverter off-line,Underperformance,,,2.95,019 - Unplanned outage/derate. ,,NC,2016-07-13,Floyd - Inverter A - Forced outage Canceled OE deleted in batch process: OE-11164072. Inverter A offline @ 11:40AM on 28-Sep. Cannot remote into Schneider inverter. Cannot verify production. 019 - Unplanned outage/derateReset inverter with power cycle. Verified production with C4.. TechDispatched: Yes,floyd inverter forced outage canceled oe deleted batch process oe inverter offline sep remote schneider inverter verify production unplanned outage deratereset inverter power cycle verified production c techdispatched yes,"['floyd', 'inverter', 'forced', 'outage', 'canceled', 'oe', 'deleted', 'batch', 'process', 'oe', 'inverter', 'offline', 'sep', 'remote', 'schneider', 'inverter', 'verify', 'production', 'unplanned', 'outage', 'deratereset', 'inverter', 'power', 'cycle', 'verified', 'production', 'c', 'techdispatched', 'yes']","[(3, 1), (8, 1), (10, 4), (13, 1), (15, 2), (17, 2), (26, 1), (29, 1), (108, 1), (109, 1), (124, 1), (197, 1), (229, 1), (234, 1), (320, 1), (321, 1), (323, 1), (330, 2), (333, 1), (337, 1), (355, 1), (663, 1), (730, 1)]"
C2S150,15_000709,Closed,Corrective,2015-11-28 08:25:00,2015-11-30 14:40:00,Inverter offline due to fan failure,"Hardware Replacement. Hardware Replaced: Blower Fans (1 and 2),",6115.0,Yes,,2015-11-28 08:25:00,2015-11-30 14:40:00,C2,Inverter,Hardware Replacement,Hardware Failure,Mixed,ManufacturerService,,,,,CA,2014-11-15,"Inverter offline due to fan failureHardware Replacement. Hardware Replaced: Blower Fans (1 and 2),",inverter offline due fan failurehardware replacement hardware replaced blower fans,"['inverter', 'offline', 'due', 'fan', 'failurehardware', 'replacement', 'hardware', 'replaced', 'blower', 'fans']","[(10, 1), (13, 1), (111, 1), (176, 1), (341, 1), (360, 1), (362, 1), (647, 1), (648, 1), (731, 1)]"
C3S106,WO-0204610,Closed,Corrective,2017-04-25 10:57:00,2018-02-20 10:20:00,"WO-00003742 ; Vance ; Inverter 2.3 not producing, Possible Ground Fault, Error code 3502---Created By; Julien Glover on: 0?. Inverter 2.3 not producing, Possible Ground Fault, Error code 3502---Created By; Julien Glover on: 04/25/2017. 001 - Ground fault",[No completion notes were entered in ServiceMax]. TechDispatched: No,,No,Normal,2017-04-25 10:57:00:00,2018-02-20 10:20:00:00,C3b,Inverter,12 - Other,Failure Class 3 - single inverter off-line,Underperformance,,,0.0,001 - Ground fault. ,,NC,2016-01-05,"WO-00003742 ; Vance ; Inverter 2.3 not producing, Possible Ground Fault, Error code 3502---Created By; Julien Glover on: 0?. Inverter 2.3 not producing, Possible Ground Fault, Error code 3502---Created By; Julien Glover on: 04/25/2017. 001 - Ground fault[No completion notes were entered in ServiceMax]. TechDispatched: No",wo vance inverter producing possible ground fault error code created julien glover inverter producing possible ground fault error code created julien glover ground fault completion notes entered servicemax techdispatched,"['wo', 'vance', 'inverter', 'producing', 'possible', 'ground', 'fault', 'error', 'code', 'created', 'julien', 'glover', 'inverter', 'producing', 'possible', 'ground', 'fault', 'error', 'code', 'created', 'julien', 'glover', 'ground', 'fault', 'completion', 'notes', 'entered', 'servicemax', 'techdispatched']","[(10, 2), (16, 2), (26, 1), (135, 2), (148, 1), (201, 2), (271, 3), (275, 2), (276, 3), (284, 2), (450, 2), (499, 1), (500, 1), (503, 1), (505, 1), (584, 2), (732, 1)]"
C2S164,18_039303,Closed,Corrective,2018-07-28 06:30:00,2018-07-30 06:30:00,Inverter Inlet Pressure fault in,Hardware Adjustment. Hardware Replaced: ,29868.0,No,,2018-07-28 06:30:00,2018-07-30 06:30:00,C2,Inverter,Hardware Adjustment,Hardware Malfunction,Full,,,,,,CA,2015-12-22,Inverter Inlet Pressure fault inHardware Adjustment. Hardware Replaced: ,inverter inlet pressure fault inhardware adjustment hardware replaced,"['inverter', 'inlet', 'pressure', 'fault', 'inhardware', 'adjustment', 'hardware', 'replaced']","[(10, 1), (111, 1), (176, 1), (271, 1), (327, 1), (331, 1), (400, 1), (733, 1)]"
C3S213,WO-1057898,Completed,Corrective,6/18/2019 2:00 PM,6/19/2019 10:00 AM,"Innovative 63 - Inverter A - Forced Outage. Inverter A dropped offline at approximately 1415 ET on 6/18/19, confirmed through site meter data, unable to log into inverter remotely. 019 - Unplanned outage/derate",The fault was ACF1: CB1 control. A deep powercycle resumed production.,,,Critical,2019-06-18 14:00:00,2019-06-19 10:00:00,C3c,Inverter,05 - Refit(Reset),Failure Class 3 - single inverter off-line,Underperformance,,,5.47,019 - Unplanned outage/derate,OE-0480082,NC,2016-03-03,"Innovative 63 - Inverter A - Forced Outage. Inverter A dropped offline at approximately 1415 ET on 6/18/19, confirmed through site meter data, unable to log into inverter remotely. 019 - Unplanned outage/derateThe fault was ACF1: CB1 control. A deep powercycle resumed production.",innovative inverter forced outage inverter dropped offline approximately et confirmed site meter data unable log inverter remotely unplanned outage deratethe fault acf cb control deep powercycle resumed production,"['innovative', 'inverter', 'forced', 'outage', 'inverter', 'dropped', 'offline', 'approximately', 'et', 'confirmed', 'site', 'meter', 'data', 'unable', 'log', 'inverter', 'remotely', 'unplanned', 'outage', 'deratethe', 'fault', 'acf', 'cb', 'control', 'deep', 'powercycle', 'resumed', 'production']","[(8, 1), (10, 3), (13, 1), (15, 2), (17, 1), (28, 1), (29, 1), (56, 1), (204, 1), (217, 1), (223, 1), (227, 1), (232, 1), (233, 1), (243, 1), (271, 1), (342, 1), (522, 1), (523, 1), (612, 1), (734, 1), (735, 1), (736, 1), (737, 1), (738, 1)]"
C3S188,WO-00005944,Closed,Corrective Maintenance,2017-08-27 04:00:00,2017-09-01 12:46:00,Found inverter faulted on low pressure while inspecting site. Unsure how long inverter was offline due to site comm outage. ,Found that inverter B was showing a coolant pressure fault. I refilled the inverter with coolant and resumed prodcution. Inverter was refilled with coolant and is producing,,,,2017-08-27 04:00:00,2017-09-01 12:46:00,C3a,Central Inverter,Replace/Repair,Production Outage,Production Outage,,,0.6256,,,NC,2015-11-16,Found inverter faulted on low pressure while inspecting site. Unsure how long inverter was offline due to site comm outage. Found that inverter B was showing a coolant pressure fault. I refilled the inverter with coolant and resumed prodcution. Inverter was refilled with coolant and is producing,found inverter faulted low pressure inspecting site unsure long inverter offline due site comm outage found inverter b showing coolant pressure fault refilled inverter coolant resumed prodcution inverter refilled coolant producing,"['found', 'inverter', 'faulted', 'low', 'pressure', 'inspecting', 'site', 'unsure', 'long', 'inverter', 'offline', 'due', 'site', 'comm', 'outage', 'found', 'inverter', 'b', 'showing', 'coolant', 'pressure', 'fault', 'refilled', 'inverter', 'coolant', 'resumed', 'prodcution', 'inverter', 'refilled', 'coolant', 'producing']","[(10, 5), (13, 1), (15, 1), (16, 1), (45, 1), (56, 2), (68, 1), (84, 2), (205, 1), (243, 1), (271, 1), (331, 2), (341, 1), (490, 1), (597, 3), (739, 1), (740, 1), (741, 1), (742, 1), (743, 2), (744, 1)]"
C3S264,WO-0201443,Closed,Corrective,2017-11-28 09:36:00,2017-12-23 12:00:00,WO-00007606 ; Innovative Solar 35 ; Other - Communications Outage ;. The Elkor production meter has stopped communicating. All inverters are producing/communicating---Created By; Sean M. McCormick on: 11/28/2017. 020 - Data/Communication System Outage,Fiber (and spares) were damaged. Fiber was repaired and communication to the meter was restored.. TechDispatched: No,,No,Normal,2017-11-28 09:36:00:00,2017-12-23 12:00:00:00,C3b,Inverter,12 - Other,Failure Class 3 - single inverter off-line,Underperformance,,,0.0,020 - Data/Communication System Outage. ,,NC,2017-02-21,WO-00007606 ; Innovative Solar 35 ; Other - Communications Outage ;. The Elkor production meter has stopped communicating. All inverters are producing/communicating---Created By; Sean M. McCormick on: 11/28/2017. 020 - Data/Communication System OutageFiber (and spares) were damaged. Fiber was repaired and communication to the meter was restored.. TechDispatched: No,wo innovative solar communications outage elkor production meter stopped communicating inverters producing communicating created sean mccormick data communication system outagefiber spares damaged fiber repaired communication meter restored techdispatched,"['wo', 'innovative', 'solar', 'communications', 'outage', 'elkor', 'production', 'meter', 'stopped', 'communicating', 'inverters', 'producing', 'communicating', 'created', 'sean', 'mccormick', 'data', 'communication', 'system', 'outagefiber', 'spares', 'damaged', 'fiber', 'repaired', 'communication', 'meter', 'restored', 'techdispatched']","[(4, 2), (5, 1), (11, 1), (15, 1), (16, 1), (17, 1), (23, 1), (25, 1), (26, 1), (57, 1), (146, 1), (148, 1), (201, 1), (204, 1), (207, 1), (208, 1), (216, 2), (217, 1), (223, 2), (263, 1), (299, 1), (595, 1), (629, 1), (745, 1), (746, 1)]"
