randid,Date_EventStart_Consistent,Date_EventEnd_Consistent,GeneralDesc,CompletionDesc,Asset,states,Commissioning_Date,DC_Size_kW,AC_Size_kW,PlantType,ArrayType,InverterType,InverterOEM
C3S27,2018-06-01 13:10:00,2018-06-01 17:15:00,"String inverters 3-4-3 and 5-3-5 are offline as of 1310 on 06/01/18. The cluster controller states that both units tripped with a 3302 ""Unstable operation"" fault.. ",Issue self resolved. No check ins or remote procedure logs from the day they came back up.. ,String Inverter,MA,2016-01-13,2822.0,2340.0,Utility-scale,Fixed,string,SMA America
C3S27,2018-05-04 08:00:00,2018-05-22 16:00:00,String inverter 4-3-3 is offline as of 05/04/18 @ 0800.. ,. ,String Inverter,MA,2016-01-13,2822.0,2340.0,Utility-scale,Fixed,string,SMA America
C3S27,2018-01-24 08:02:00,2018-03-21 08:50:00,Inverter 3-2-4 offline. Soltage has been notified and will have EPC reset.. ,Soltage remotely repaired.. ,Central Inverter,MA,2016-01-13,2822.0,2340.0,Utility-scale,Fixed,string,SMA America
C3S27,2017-12-22 07:30:00,2018-01-03 12:00:00,Inverter 4-15 is offline. ,. ,Central Inverter,MA,2016-01-13,2822.0,2340.0,Utility-scale,Fixed,string,SMA America
C3S27,2018-01-18 09:47:00,2018-01-19 10:15:00,"Inverter 3-2-4 offline. Fault Condition, event = 43 : (undefined)",Self resolved. ,Central Inverter,MA,2016-01-13,2822.0,2340.0,Utility-scale,Fixed,string,SMA America
C3S27,2018-01-13 11:15:00,2018-01-15 12:45:00,Inverter 3-2-4 offline.. ,Unknown resolution. Issue appeared to self-resolve. No log entries.. ,Central Inverter,MA,2016-01-13,2822.0,2340.0,Utility-scale,Fixed,string,SMA America
C3S114,2017-11-26 07:30:00,2017-11-26 13:15:00,Inverter 1.1 offline. Did not come online this morning. Previous WOs allude that it is an issue with the wake-up timer.. ,"Arrived at site to troubleshoot wakeup timer fault that has been intermittent. Checked voltages on the AC and DC side. Everything was correct and nothing was off, put the Inverter in sync inhibit and watched the screen and everything lit up with no issues. Power cycled the Inverter and the inverter came back online and started producing.. Will get with Sam about the issues and get parts ordered as needed.",Central Inverter,NC,2015-10-07,6908.0,5010.0,Utility-scale,Fixed,central,Eaton Cooper Crouse-Hinds
C3S114,2017-07-14 09:00:00,2017-08-03 14:10:00,Inverter not starting this morning. No alarms raised in AE.. Out PSI at 14,Coolant topped off.. Leaking coolant pump was repaired 7/12. Low coolant tripped inverter 7/13 and 7/14. Coolant topped off and inverter restored.,Central Inverter,NC,2015-10-07,6908.0,5010.0,Utility-scale,Fixed,central,Eaton Cooper Crouse-Hinds
C3S114,2017-06-30 09:00:00,2017-06-30 15:45:00,Inverter 3.3 is faulted and not producing. ,"I rolled out to Angel today to investigate a fault on inverter 3. The inverter fault page displayed a control pump fault. While engaging the door bypass, so that I could check the pump control fuses in the AC cabinet, I noticed that the Force Pump button was engaged. I also found that two of the three pump control fuses, F49 and F50, had cleared. F51 had not cleared. I then went to look at the pump and discovered that it had been leaking what looked like glycol. It did not look like the substance had been leaking from either intake or outtake hose, but from the bottom of the pump itself. The substance had dried and coagulated around the bottom of the pump. After sending pictures of my findings to Sam Delacruz and discussing what the next move should be, we decided to replace all three LP-CC-10 10 amp 600vac pump control fuses. Prior to replacing the fuses, I attempted to clean some of the dried substance, but proved to be too difficult without some sort of scotch brite pad. I enabled the inverter after carefully replacing the fuses, disengaging the pump, and clearing the fault. The inverter came back up and began exporting power. Upon leaving the site, C4 said that the inverter in question was not producing. When I went back to look at the inverter, it was not producing and the fault page was displaying IGBT health temp. fault. When I looked at the pump control fuse indicators, F51 was on. However, after checking the fuses for continuity, all were fine and none had cleared. I checked the line-to-line incoming AC voltage on the pump contactor and was not reading any voltage. Further investigation will be required by turning off the transformer, which I am not authorized to do. Jonathan Greene and myself will be coming back out next week to further troubleshoot. I will be posting pictures of the pump to BOX. Kevin from Berrago Solar onsite and replaced seal pump 07/11/2017. ",,NC,2015-10-07,6908.0,5010.0,Utility-scale,Fixed,central,Eaton Cooper Crouse-Hinds
C3S114,2017-07-13 09:00:00,,"Inverter faulted. ""Out PSI at 14"" message in AlsoEnergy. Out PSI at 14","Checked the pump cabinet for any leaks or signs of damage, none were found. We replaced the pump in the inverter on 7/12 with Barago. Reset the inverter and it came back up and running, Going to meet with Jake tomorrow to add coolant to inverter.. Jake got to site and added coolant to Inverter on 7/14, Inverter running with no issues",Central Inverter,NC,2015-10-07,6908.0,5010.0,Utility-scale,Fixed,central,Eaton Cooper Crouse-Hinds
C3S114,2016-09-09 09:00:00,2016-09-14 14:57:00,Technician Training. ,Testing functionality for technical issues. ,,NC,2015-10-07,6908.0,5010.0,Utility-scale,Fixed,central,Eaton Cooper Crouse-Hinds
C3S114,2016-09-09 09:00:00,,NA. 39302,. ,,NC,2015-10-07,6908.0,5010.0,Utility-scale,Fixed,central,Eaton Cooper Crouse-Hinds
C3S114,2016-09-09 09:00:00,,NA. 39202,. ,,NC,2015-10-07,6908.0,5010.0,Utility-scale,Fixed,central,Eaton Cooper Crouse-Hinds
C3S114,2016-09-09 09:00:00,2017-03-02 15:41:00,NA. 6798,. ,,NC,2015-10-07,6908.0,5010.0,Utility-scale,Fixed,central,Eaton Cooper Crouse-Hinds
C3S114,2016-09-09 09:00:00,2016-09-14 14:58:00,NA. 687989,Got err dun.. ,,NC,2015-10-07,6908.0,5010.0,Utility-scale,Fixed,central,Eaton Cooper Crouse-Hinds
C3S114,2017-06-19 09:00:00,,"E&SC, confirm Erosion and sediment measures have been removed from site.. ",Checked for existing erosion management measures and material. ,,NC,2015-10-07,6908.0,5010.0,Utility-scale,Fixed,central,Eaton Cooper Crouse-Hinds
C3S114,2017-10-08 08:19:00,2017-10-09 08:00:00,Inverter 1.1 offline. No specific faults indicated in PowerTrack.. ,Self Resolved.. ,Central Inverter,NC,2015-10-07,6908.0,5010.0,Utility-scale,Fixed,central,Eaton Cooper Crouse-Hinds
C3S114,2017-09-20 09:00:00,,"CBs 1.1.D, 1.1.P, 2.2.I, 2.2.J, 3.3.A, 3.3.I, 3.3.R, 3.3.P are all under performing based on string normalized current.. ",. ,String,NC,2015-10-07,6908.0,5010.0,Utility-scale,Fixed,central,Eaton Cooper Crouse-Hinds
C3S114,2017-09-26 12:15:00,2017-09-27 12:30:00,"Inverter 1.1 offline. Fault detected in Powertrack, but no specifics.. ","Discovered unit faulted with DCF5 DC Over fast fault. Visually inspected inverter, power cycled and unit returned to normal operation.. Got stuck onsite handling emails and phone calls. Would have been offsite by 1245, 1300 at latest.",Central Inverter,NC,2015-10-07,6908.0,5010.0,Utility-scale,Fixed,central,Eaton Cooper Crouse-Hinds
C3S114,2017-06-21 09:00:00,2017-06-21 16:06:00,Inverter 3.3 Faulted. Ctw14 pump control warning,Investigated inverter three. Inverter was showing a ctw14. Pump control warning fault. Called Elton to troublesome. Determined there was a blown fuse at wire 256. Replace fuse and production resumed.. ,,NC,2015-10-07,6908.0,5010.0,Utility-scale,Fixed,central,Eaton Cooper Crouse-Hinds
C3S114,2017-10-20 08:32:00,2017-10-21 08:45:00,Inverter 1.1 offline. No specific faults indicated in PowerTrack.. ,"Reviewed Fault logs and Service GUI for proper status indicators. Verified AC/DC voltages, verified connections to Panda board. Power cycled unit.. ",Central Inverter,NC,2015-10-07,6908.0,5010.0,Utility-scale,Fixed,central,Eaton Cooper Crouse-Hinds
C3S114,2016-09-23 09:00:00,,Testing functionality. ,. ,,NC,2015-10-07,6908.0,5010.0,Utility-scale,Fixed,central,Eaton Cooper Crouse-Hinds
C3S114,2016-09-23 09:00:00,,Testing Technician. ,. ,,NC,2015-10-07,6908.0,5010.0,Utility-scale,Fixed,central,Eaton Cooper Crouse-Hinds
C3S114,2017-09-29 08:11:00,2017-09-29 14:00:00,"Inverter 1.1 offline. Fault in Powertrack detected at 08:11AM, have seen no production from it.. ","Arrived onsite to find that the Inverter was faulted out with a wake up timer fault. Disabled the inverter and did a shutdown request. When the Inverter was de-energized, we opened up all the DC disconnect switches. With the DC off we opened the DC breaker cabinet on the Inverter. We measured the voltage between F1 and F2 fuses, it showed the voltage at 8 VDC. The HIM screen showed 12 VDC, after taking the measurements we opened the fuses holder and measured the voltage to ground. We got 7.6 vdc pos to gnd and 0 vdc neg to gnd, the screen was reading 0 to ground now. Called Sam with Eaton and explained what was going on, he had us put the inverter in sync inhibit and that run the inverter. This showed that the VTB was working correctly. Power cycled the 120 VAC power and turned the inverter back on with no issues. Need to keep a check with Inverter, if problem comes back could need a new VTB and programming.. Have a board in stock if it is needed.",Central Inverter,NC,2015-10-07,6908.0,5010.0,Utility-scale,Fixed,central,Eaton Cooper Crouse-Hinds
C3S114,2016-09-26 09:00:00,,Test Work order. ,. ,,NC,2015-10-07,6908.0,5010.0,Utility-scale,Fixed,central,Eaton Cooper Crouse-Hinds
C3S114,2016-09-26 09:00:00,,NA. ,. ,,NC,2015-10-07,6908.0,5010.0,Utility-scale,Fixed,central,Eaton Cooper Crouse-Hinds
C3S114,2016-09-26 09:00:00,,Test. ,. ,,NC,2015-10-07,6908.0,5010.0,Utility-scale,Fixed,central,Eaton Cooper Crouse-Hinds
C3S114,2016-09-26 09:00:00,,testing project map. ,. ,,NC,2015-10-07,6908.0,5010.0,Utility-scale,Fixed,central,Eaton Cooper Crouse-Hinds
C3S114,2016-09-26 09:00:00,,testing ccrenew email. ,. ,,NC,2015-10-07,6908.0,5010.0,Utility-scale,Fixed,central,Eaton Cooper Crouse-Hinds
C3S114,2017-07-18 09:00:00,2017-08-29 16:30:00,Inverter 1 Fan 3 replacement.. ,"Disabled the Inverter and shutdown inverter via HMI screen, turned off all DC disconnects. After all DC power was off, shut off transformer and measured voltage in Inverter, all voltage was 0. Changed out #3 fan and rewired, re-energized all equipment with AC power. Checked voltage on the #3 fan and was getting 121 VAC. Re-energized all DC equipment and re-enabled the Inverter, Inverter came back up with no issues and was exporting.. Discovered fans seized up during Semiannual. Contacted Eaton and have fans being shipped.",Central Inverter,NC,2015-10-07,6908.0,5010.0,Utility-scale,Fixed,central,Eaton Cooper Crouse-Hinds
C3S114,2017-07-18 09:00:00,2017-08-29 16:30:00,Inverter 2 Fan 3 replacement.. ,"Disabled the Inverter and shutdown inverter via HMI screen, turned off all DC disconnects. After all DC power was off, shut off transformer and measured voltage in Inverter, all voltage was 0. Changed out #3 fan and rewired, re-energized all equipment with AC power. Checked voltage on the #3 fan and was getting 121 VAC. Re-energized all DC equipment and re-enabled the Inverter, Inverter came back up with no issues and was exporting.. Discovered fans siezed up during Semiannual. Contacted Eaton and have fans being shipped.",Central Inverter,NC,2015-10-07,6908.0,5010.0,Utility-scale,Fixed,central,Eaton Cooper Crouse-Hinds
C3S114,2017-07-18 09:00:00,2017-08-29 16:30:00,Inverter 3 Fan 3 replacement.. ,"Disabled the Inverter and shutdown inverter via HMI screen, turned off all DC disconnects. After all DC power was off, shut off transformer and measured voltage in Inverter, all voltage was 0. Changed out #3 fan and rewired, re-energized all equipment with AC power. Checked voltage on the #3 fan and was getting 121 VAC. Re-energized all DC equipment and re-enabled the Inverter, Inverter came back up with no issues and was exporting.. Discovered fans siezed up during Semiannual. Contacted Eaton and have fans being shipped.",Central Inverter,NC,2015-10-07,6908.0,5010.0,Utility-scale,Fixed,central,Eaton Cooper Crouse-Hinds
C3S114,2016-09-09 09:00:00,2016-09-15 13:04:00,NA. 30303,. ,,NC,2015-10-07,6908.0,5010.0,Utility-scale,Fixed,central,Eaton Cooper Crouse-Hinds
C3S114,2017-10-06 08:20:00,2017-10-06 14:00:00,Inverter 1.1 offline. No specific faults indicated. SEQ2,"Inverter was down due to a wake up timer fault, Called Sam @ Eaton and troubleshot issue. Checked connections to a board and found no issues. Plugged back up and Inverter came back on at full production.. This work order is following a string of events that started on WO 6696 and also WO 6750",Central Inverter,NC,2015-10-07,6908.0,5010.0,Utility-scale,Fixed,central,Eaton Cooper Crouse-Hinds
C3S114,2018-06-07 16:10:00,,"CB 1.1.N ( intentionally switched offline after PM was performed on 06/07/18 per LN-00010821: ""Noted: ID'd a very hot positive feeder on recombiner 1 suspected to be due to a bad splice - corresponds with CB 1.1.N* which is has been switched offline until repairs can be made"". ",. ,Combiner Box,NC,2015-10-07,6908.0,5010.0,Utility-scale,Fixed,central,Eaton Cooper Crouse-Hinds
C3S114,2017-12-02 08:20:00,2017-12-12 15:30:00,Inverter 1.1 did not come online this morning. Previous WO's suggest this may be an issue with the wake-up timer. No faults indicated in AlsoEnergy. Loss of production verified through meter.. 509/Inverter Stopped,"Found Inverter with SEQ2 fault: Wake up timeout. Attempted power cycle twice with same fault occurring each time. Performed additional troubleshooting per Eaton's request and found PT on B phase was bad. Replaced Faulty PT on B phase, verified fuses were good, and replaced OPDB board.. Found B phase of AC voltage to be 40Vac lower than A and C phase, which prevents grid sync and faults inverter. Verified normal grid voltage with SEL meter on inverter. Suspected bad PT on B phase causing incorrect voltage readings. Measured voltages at J12 pin and found one pair off, confirming a bad PT. Ordered new parts from Eaton on 12/4/17",Central Inverter,NC,2015-10-07,6908.0,5010.0,Utility-scale,Fixed,central,Eaton Cooper Crouse-Hinds
C3S114,2017-12-10 07:30:00,2017-12-11 15:33:00,Inverter 3.3 offline. Out PSI fault. THM15: Coolant Pressure,"Inspected Inverter. Found Inverter with a THM15: Coolant Pressure fault. Inspected Inverter Coolant pump system for leaks. Forced Coolant pump on using HMI for 5 minutes. Power cycled inverter. Verified Inverter was producing.. Found coolant pressure reading -5psi in hmi.Checked pressure gauge in cabinet and found 20psi with pump on. Suspected faulty psi sensor. Forced coolant pump on for 5 minutes using hmi until coolant pressure built up. Power cycled inverter and after several restarts, the inverter resumed and normal psi pressure was reading in hmi",Central Inverter,NC,2015-10-07,6908.0,5010.0,Utility-scale,Fixed,central,Eaton Cooper Crouse-Hinds
